2013-03-13T04:10:02.1263796,1128.06,24.5933,1782.08,263.201,Participant02
2013-03-13T04:10:02.1263796,1093.24,24.794,1781.81,269.962,Participant01
2013-03-13T04:10:02.1263796,1162.23,20.4867,1802.93,237.857,Participant04
2013-03-13T04:10:03.1404381,1122.38,24.7456,1781.47,267.026,Participant02
2013-03-13T04:10:03.1404381,1087.71,24.794,1781.81,269.962,Participant01
2013-03-13T04:10:03.1404381,1157.46,21.1368,1799.94,237.857,Participant04
2013-03-13T04:10:04.1544966,1116.79,24.8181,1781.18,267.026,Participant02
2013-03-13T04:10:04.1544966,1081.98,24.794,1781.8,269.962,Participant01
2013-03-13T04:10:04.1544966,1153.24,21.8757,1796.27,219.613,Participant04
2013-03-13T04:10:05.1685551,1111.48,24.7853,1780.91,267.026,Participant02
2013-03-13T04:10:05.1685551,1076.61,24.7887,1781.96,276.878,Participant01
2013-03-13T04:10:05.1685551,1149.93,22.6283,1792.27,219.613,Participant04
2013-03-13T04:10:06.1826136,1106.65,24.794,1780.91,270.295,Participant02
2013-03-13T04:10:06.1826136,1071.24,25.0822,1782.61,276.878,Participant01
2013-03-13T04:10:06.1826136,1146.67,23.2944,1788.34,219.613,Participant04
2013-03-13T04:10:07.1966721,1100.45,24.794,1780.94,270.295,Participant02
2013-03-13T04:10:07.1966721,1065.78,25.3722,1783.1,264.312,Participant01
2013-03-13T04:10:07.1966721,1142.07,23.8702,1784.92,242.83,Participant04
2013-03-13T04:10:08.2107306,1095.28,24.794,1780.97,270.295,Participant02
2013-03-13T04:10:08.2107306,1060.23,25.3722,1782.21,258.992,Participant01
2013-03-13T04:10:08.2107306,1137.47,24.2511,1782.71,254.483,Participant04
2013-03-13T04:10:09.2247891,1089.7,24.794,1781.25,275.754,Participant02
2013-03-13T04:10:09.2247891,1055.29,25.3722,1782.1,282.044,Participant01
2013-03-13T04:10:09.2247891,1131.93,24.5029,1781.73,260.238,Participant04
2013-03-13T04:10:10.2388476,1084.28,24.794,1781.55,274.806,Participant02
2013-03-13T04:10:10.2388476,1049.79,25.3722,1784.55,299.168,Participant01
2013-03-13T04:10:10.2388476,1126.36,24.6741,1780.77,260.238,Participant04
2013-03-13T04:10:11.2529061,1078.69,24.794,1782.02,274.806,Participant02
2013-03-13T04:10:11.2529061,1045,25.3722,1787.23,299.168,Participant01
2013-03-13T04:10:11.2529061,1120.7,24.7971,1779.94,271.844,Participant04
2013-03-13T04:10:12.2669646,1073.23,24.8463,1782.76,280.08,Participant02
2013-03-13T04:10:12.2669646,1040.59,25.3722,1790.5,312.444,Participant01
2013-03-13T04:10:12.2669646,1115.06,24.8297,1780.12,271.844,Participant04
2013-03-13T04:10:13.2810231,1068.34,25.3024,1783.63,280.08,Participant02
2013-03-13T04:10:13.2810231,1036.68,25.3722,1794.08,312.444,Participant01
2013-03-13T04:10:13.2810231,1110.05,24.794,1780.28,271.844,Participant04
2013-03-13T04:10:14.2950816,1062.5,25.3722,1784.67,280.08,Participant02
2013-03-13T04:10:14.2950816,1032.81,25.3722,1797.84,315.253,Participant01
2013-03-13T04:10:14.2950816,1104.33,24.794,1780.46,271.844,Participant04
2013-03-13T04:10:15.3091401,1057.21,25.3722,1785.61,280.08,Participant02
2013-03-13T04:10:15.3091401,1029.07,25.3722,1801.87,318.262,Participant01
2013-03-13T04:10:15.3091401,1098.78,24.794,1780.64,271.844,Participant04
