2014-02-01T10:02:30.7756000,RequestCarSpawnPoint,AdminPlayer
2014-02-01T10:02:30.8380000,ReplyCarSpawnPoint,Player: AdminPlayer| Spawn point: 0
2014-02-01T10:02:30.8380000,OnCarTaken,106
2014-02-01T10:02:53.9260000,RequestCarSpawnPoint,Participant06
2014-02-01T10:02:53.9260000,OnCarTaken,106
2014-02-01T10:02:53.9884000,ReplyCarSpawnPoint,Player: Participant06| Spawn point: 1
2014-02-01T10:02:57.5452000,RequestCarSpawnPoint,Participant29
2014-02-01T10:02:57.6076000,OnCarTaken,100
2014-02-01T10:02:57.6076000,ReplyCarSpawnPoint,Player: Participant29| Spawn point: 2
2014-02-01T10:02:58.4812000,RequestCarSpawnPoint,Participant47
2014-02-01T10:02:58.4812000,OnCarTaken,106
2014-02-01T10:02:58.5436000,ReplyCarSpawnPoint,Player: Participant47| Spawn point: 3
2014-02-01T10:02:59.0428000,RequestCarSpawnPoint,Participant37
2014-02-01T10:02:59.0428000,OnCarTaken,106
2014-02-01T10:02:59.0428000,ReplyCarSpawnPoint,Player: Participant37| Spawn point: 4
2014-02-01T10:02:59.1052000,RequestCarSpawnPoint,Participant05
2014-02-01T10:02:59.1052000,OnCarTaken,106
2014-02-01T10:02:59.1676000,ReplyCarSpawnPoint,Player: Participant05| Spawn point: 5
2014-02-01T10:02:59.7916000,RequestCarSpawnPoint,Participant03
2014-02-01T10:02:59.8540000,OnCarTaken,106
2014-02-01T10:02:59.8540000,ReplyCarSpawnPoint,Player: Participant03| Spawn point: 6
2014-02-01T10:03:02.4124000,RequestCarSpawnPoint,Participant04
2014-02-01T10:03:02.4748000,OnCarTaken,118
2014-02-01T10:03:02.5372000,ReplyCarSpawnPoint,Player: Participant04| Spawn point: 7
2014-02-01T10:03:02.5996000,RequestCarSpawnPoint,Participant33
2014-02-01T10:03:02.5996000,OnCarTaken,118
2014-02-01T10:03:02.6620000,ReplyCarSpawnPoint,Player: Participant33| Spawn point: 8
2014-02-01T10:03:05.9068000,RequestCarSpawnPoint,Participant02
2014-02-01T10:03:05.9068000,OnCarTaken,104
2014-02-01T10:03:05.9068000,ReplyCarSpawnPoint,Player: Participant02| Spawn point: 9
2014-02-01T10:03:07.0924000,RequestCarSpawnPoint,Participant26
2014-02-01T10:03:07.0924000,OnCarTaken,106
2014-02-01T10:03:07.0924000,ReplyCarSpawnPoint,Player: Participant26| Spawn point: 10
2014-02-01T10:03:10.3372000,RequestCarSpawnPoint,Participant40
2014-02-01T10:03:10.3372000,OnCarTaken,110
2014-02-01T10:03:10.3372000,ReplyCarSpawnPoint,Player: Participant40| Spawn point: 11
2014-02-01T10:03:10.7116000,RequestCarSpawnPoint,Participant30
2014-02-01T10:03:10.7116000,OnCarTaken,100
2014-02-01T10:03:10.7740000,ReplyCarSpawnPoint,Player: Participant30| Spawn point: 0
2014-02-01T10:03:13.7068000,RequestCarSpawnPoint,Participant46
2014-02-01T10:03:13.7692000,OnCarTaken,106
2014-02-01T10:03:13.7692000,ReplyCarSpawnPoint,Player: Participant46| Spawn point: 1
2014-02-01T10:03:17.8876000,RequestCarSpawnPoint,Participant36
2014-02-01T10:03:17.8876000,OnCarTaken,100
2014-02-01T10:03:17.8876000,ReplyCarSpawnPoint,Player: Participant36| Spawn point: 2
2014-02-01T10:03:24.3148000,RequestCarSpawnPoint,Participant38
2014-02-01T10:03:24.3148000,OnCarTaken,118
2014-02-01T10:03:24.3772000,ReplyCarSpawnPoint,Player: Participant38| Spawn point: 3
2014-02-01T10:03:33.9244000,RequestCarSpawnPoint,Participant18
2014-02-01T10:03:33.9244000,OnCarTaken,104
2014-02-01T10:03:34.1740000,RequestCarSpawnPoint,Participant15
2014-02-01T10:03:34.1740000,OnCarTaken,106
2014-02-01T10:03:34.1740000,ReplyCarSpawnPoint,Player: Participant18| Spawn point: 4
2014-02-01T10:03:34.4236000,ReplyCarSpawnPoint,Player: Participant15| Spawn point: 5
2014-02-01T10:03:37.6684000,RequestCarSpawnPoint,Participant17
2014-02-01T10:03:37.6684000,OnCarTaken,106
2014-02-01T10:03:37.7308000,ReplyCarSpawnPoint,Player: Participant17| Spawn point: 6
2014-02-01T10:03:38.8540000,RequestCarSpawnPoint,Participant19
2014-02-01T10:03:38.8540000,OnCarTaken,106
2014-02-01T10:03:38.9164000,ReplyCarSpawnPoint,Player: Participant19| Spawn point: 7
2014-02-01T10:03:43.8460000,RequestCarSpawnPoint,Participant41
2014-02-01T10:03:43.8460000,OnCarTaken,106
2014-02-01T10:03:43.9084000,ReplyCarSpawnPoint,Player: Participant41| Spawn point: 8
2014-02-01T10:03:46.5916000,RequestCarSpawnPoint,Participant16
2014-02-01T10:03:46.5916000,OnCarTaken,113
2014-02-01T10:03:46.6540000,ReplyCarSpawnPoint,Player: Participant16| Spawn point: 9
2014-02-01T10:03:56.0140000,RequestCarSpawnPoint,Participant42
2014-02-01T10:03:56.0140000,OnCarTaken,106
2014-02-01T10:03:56.0764000,ReplyCarSpawnPoint,Player: Participant42| Spawn point: 10
2014-02-01T10:04:10.6156000,RequestCarSpawnPoint,Participant13
2014-02-01T10:04:10.7404000,OnCarTaken,116
2014-02-01T10:04:10.8028000,ReplyCarSpawnPoint,Player: Participant13| Spawn point: 11
2014-02-01T10:04:13.7980000,RequestCarSpawnPoint,Participant31
2014-02-01T10:04:13.7980000,OnCarTaken,106
2014-02-01T10:04:13.8604000,ReplyCarSpawnPoint,Player: Participant31| Spawn point: 0
2014-02-01T10:04:26.0908000,OnArrivedAtConcert,\N
2014-02-01T10:04:35.7004000,OnArrivedAtConcert,\N
2014-02-01T10:04:40.6924000,OnArrivedAtConcert,\N
2014-02-01T10:04:41.3164000,OnArrivedAtConcert,\N
2014-02-01T10:04:41.3788000,OnArrivedAtConcert,\N
2014-02-01T10:04:45.3100000,OnArrivedAtConcert,\N
2014-02-01T10:05:00.5980000,OnArrivedAtConcert,\N
2014-02-01T10:05:00.5980000,OnArrivedAtConcert,\N
2014-02-01T10:05:00.7228000,RequestCarSpawnPoint,Participant12
2014-02-01T10:05:00.7228000,OnCarTaken,117
2014-02-01T10:05:00.7228000,ReplyCarSpawnPoint,Player: Participant12| Spawn point: 1
2014-02-01T10:05:01.9708000,OnArrivedAtConcert,\N
2014-02-01T10:05:03.9052000,OnArrivedAtConcert,\N
2014-02-01T10:05:04.7788000,OnArrivedAtConcert,\N
2014-02-01T10:05:09.0220000,OnArrivedAtConcert,\N
2014-02-01T10:05:13.1404000,OnArrivedAtConcert,\N
2014-02-01T10:05:14.8252000,OnArrivedAtConcert,\N
2014-02-01T10:05:15.9484000,OnArrivedAtConcert,\N
2014-02-01T10:05:16.0108000,RequestCarSpawnPoint,Participant43
2014-02-01T10:05:16.0732000,ReplyCarSpawnPoint,Player: Participant43| Spawn point: 2
2014-02-01T10:05:16.0732000,OnCarTaken,106
2014-02-01T10:05:19.1932000,OnArrivedAtConcert,\N
2014-02-01T10:05:22.8124000,OnArrivedAtConcert,\N
2014-02-01T10:05:26.1196000,OnForceAssistConcert,\N
2014-02-01T10:05:35.7292000,OnForceAssistConcert,\N
2014-02-01T10:05:40.7212000,OnForceAssistConcert,\N
2014-02-01T10:05:41.4076000,OnForceAssistConcert,\N
2014-02-01T10:05:41.4076000,OnForceAssistConcert,\N
2014-02-01T10:05:45.4012000,OnForceAssistConcert,\N
2014-02-01T10:06:00.6268000,OnForceAssistConcert,\N
2014-02-01T10:06:00.6892000,OnForceAssistConcert,\N
2014-02-01T10:06:01.9996000,OnForceAssistConcert,\N
2014-02-01T10:06:03.9964000,OnForceAssistConcert,\N
2014-02-01T10:06:04.8076000,OnForceAssistConcert,\N
2014-02-01T10:06:09.0508000,OnForceAssistConcert,\N
2014-02-01T10:06:13.1692000,OnForceAssistConcert,\N
2014-02-01T10:06:14.9164000,OnForceAssistConcert,\N
2014-02-01T10:06:15.9772000,OnForceAssistConcert,\N
2014-02-01T10:06:16.7260000,OnForceAssistConcert,\N
2014-02-01T10:06:19.2220000,OnForceAssistConcert,\N
2014-02-01T10:06:22.8412000,OnForceAssistConcert,\N
2014-02-01T10:06:24.4012000,OnEarthquakeStarted,Train: 120| Helicopter: 245| Last Tsunami: 265
2014-02-01T10:06:25.3996000,RequestCarSpawnPoint,Participant28
2014-02-01T10:06:25.3996000,OnCarTaken,122
2014-02-01T10:06:25.4620000,ReplyCarSpawnPoint,Player: Participant28| Spawn point: 0
2014-02-01T10:06:25.6492000,RequestCarSpawnPoint,Participant32
2014-02-01T10:06:25.7116000,OnCarTaken,112
2014-02-01T10:06:25.7116000,ReplyCarSpawnPoint,Player: Participant32| Spawn point: 1
2014-02-01T10:06:28.3948000,RequestCarSpawnPoint,Participant37
2014-02-01T10:06:28.3948000,OnCarTaken,102
2014-02-01T10:06:28.4572000,ReplyCarSpawnPoint,Player: Participant37| Spawn point: 2
2014-02-01T10:06:28.4572000,RequestCarSpawnPoint,Participant46
2014-02-01T10:06:28.4572000,OnCarTaken,102
2014-02-01T10:06:28.5196000,ReplyCarSpawnPoint,Player: Participant46| Spawn point: 3
2014-02-01T10:06:51.4204000,OnBridgeTouched,\N
2014-02-01T10:07:01.9660000,OnBridgeCrossed,\N
2014-02-01T10:07:16.0060000,RequestCarSpawnPoint,Participant33
2014-02-01T10:07:16.0060000,OnCarTaken,114
2014-02-01T10:07:16.0684000,ReplyCarSpawnPoint,Player: Participant33| Spawn point: 4
2014-02-01T10:07:18.6892000,RequestCarSpawnPoint,Participant15
2014-02-01T10:07:18.6892000,OnCarTaken,115
2014-02-01T10:07:18.7516000,ReplyCarSpawnPoint,Player: Participant15| Spawn point: 5
2014-02-01T10:07:19.6876000,RequestCarSpawnPoint,Participant38
2014-02-01T10:07:19.6876000,OnCarTaken,123
2014-02-01T10:07:19.7500000,ReplyCarSpawnPoint,Player: Participant38| Spawn point: 6
2014-02-01T10:07:22.3708000,RequestTrainSeat,Participant36
2014-02-01T10:07:22.4332000,ReplyTrainSeat,Player: Participant36| Spawn point: 0
2014-02-01T10:07:27.9868000,RequestCarSpawnPoint,Participant18
2014-02-01T10:07:27.9868000,OnCarTaken,103
2014-02-01T10:07:28.1116000,ReplyCarSpawnPoint,Player: Participant18| Spawn point: 7
2014-02-01T10:07:47.6428000,OnBridgeTouched,\N
2014-02-01T10:07:47.7052000,RequestTrainSeat,AdminPlayer
2014-02-01T10:07:47.7052000,ReplyTrainSeat,Player: AdminPlayer| Spawn point: 1
2014-02-01T10:07:52.7596000,OnTsunamiLaunched,Wave: 0| Delay: 120| Duration: 30| WaterDelay: 25
2014-02-01T10:07:54.2572000,OnBridgeTouched,\N
2014-02-01T10:07:54.5692000,RequestCarSpawnPoint,Participant43
2014-02-01T10:07:54.5692000,OnCarTaken,124
2014-02-01T10:07:54.8188000,ReplyCarSpawnPoint,Player: Participant43| Spawn point: 8
2014-02-01T10:07:57.5644000,RequestCarSpawnPoint,Participant16
2014-02-01T10:07:57.5644000,OnCarTaken,125
2014-02-01T10:07:57.8764000,ReplyCarSpawnPoint,Player: Participant16| Spawn point: 9
2014-02-01T10:07:58.3132000,OnBridgeCrossed,\N
2014-02-01T10:08:01.8076000,RequestCarSpawnPoint,Participant29
2014-02-01T10:08:01.8700000,OnCarTaken,101
2014-02-01T10:08:02.2444000,ReplyCarSpawnPoint,Player: Participant29| Spawn point: 10
2014-02-01T10:08:03.9916000,RequestCarSpawnPoint,Participant03
2014-02-01T10:08:03.9916000,OnCarTaken,105
2014-02-01T10:08:04.3036000,ReplyCarSpawnPoint,Player: Participant03| Spawn point: 11
2014-02-01T10:08:04.8652000,OnBridgeCrossed,\N
2014-02-01T10:08:06.6748000,RequestCarSpawnPoint,Participant41
2014-02-01T10:08:06.6748000,OnCarTaken,109
2014-02-01T10:08:06.9244000,ReplyCarSpawnPoint,Player: Participant41| Spawn point: 0
2014-02-01T10:08:10.1692000,RequestCarSpawnPoint,Participant13
2014-02-01T10:08:10.1692000,OnCarTaken,121
2014-02-01T10:08:10.4188000,ReplyCarSpawnPoint,Player: Participant13| Spawn point: 1
2014-02-01T10:08:11.9164000,RequestHelicopterSeat,Participant46
2014-02-01T10:08:12.1660000,RequestHelicopterSeat,Participant37
2014-02-01T10:08:12.1660000,ReplyHelicopterSeat,Player: Participant46| Granted: True
2014-02-01T10:08:12.5404000,ReplyHelicopterSeat,Player: Participant37| Granted: True
2014-02-01T10:08:15.9724000,RequestCarSpawnPoint,Participant47
2014-02-01T10:08:15.9724000,OnCarTaken,111
2014-02-01T10:08:16.2220000,ReplyCarSpawnPoint,Player: Participant47| Spawn point: 2
2014-02-01T10:08:18.1564000,RequestCarSpawnPoint,Participant06
2014-02-01T10:08:18.1564000,OnCarTaken,120
2014-02-01T10:08:18.1564000,RequestCarSpawnPoint,Participant06
2014-02-01T10:08:18.1564000,OnCarTaken,107
2014-02-01T10:08:18.3436000,ReplyCarSpawnPoint,Player: Participant06| Spawn point: 3
2014-02-01T10:08:18.3436000,ReplyCarSpawnPoint,Player: Participant06| Spawn point: 4
2014-02-01T10:08:20.2780000,RequestCarSpawnPoint,Participant17
2014-02-01T10:08:20.2780000,OnCarTaken,119
2014-02-01T10:08:20.4652000,ReplyCarSpawnPoint,Player: Participant17| Spawn point: 5
2014-02-01T10:08:21.9004000,RequestTrainSeat,Participant30
2014-02-01T10:08:22.1500000,ReplyTrainSeat,Player: Participant30| Spawn point: 2
2014-02-01T10:08:24.6460000,RequestTrainSeat,Participant26
2014-02-01T10:08:25.0204000,ReplyTrainSeat,Player: Participant26| Spawn point: 3
2014-02-01T10:08:26.7676000,OnBridgeTouched,\N
2014-02-01T10:08:26.9548000,OnBridgeTouched,\N
2014-02-01T10:08:27.5788000,OnBridgeTouched,\N
2014-02-01T10:08:33.2572000,RequestTrainSeat,Participant12
2014-02-01T10:08:33.3196000,ReplyTrainSeat,Player: Participant12| Spawn point: 4
2014-02-01T10:08:36.1276000,RequestTrainSeat,Participant02
2014-02-01T10:08:36.1900000,ReplyTrainSeat,Player: Participant02| Spawn point: 5
2014-02-01T10:08:37.3132000,OnBridgeCrossed,\N
2014-02-01T10:08:37.3132000,OnBridgeBroke,\N
2014-02-01T10:08:38.1244000,OnBridgeCrossed,\N
2014-02-01T10:08:38.4364000,RequestCarSpawnPoint,Participant31
2014-02-01T10:08:38.4364000,OnCarTaken,108
2014-02-01T10:08:38.4988000,ReplyCarSpawnPoint,Player: Participant31| Spawn point: 6
2014-02-01T10:08:38.8108000,OnBridgeTouched,\N
2014-02-01T10:08:39.7468000,RequestHelicopterSeat,Participant28
2014-02-01T10:08:39.7468000,ReplyHelicopterSeat,Player: Participant28| Granted: True
2014-02-01T10:08:41.1196000,OnBridgeCrossed,\N
2014-02-01T10:08:43.2412000,RequestHelicopterSeat,Participant18
2014-02-01T10:08:43.4284000,ReplyHelicopterSeat,Player: Participant18| Granted: True
2014-02-01T10:08:46.1740000,RequestTrainSeat,Participant40
2014-02-01T10:08:46.1740000,ReplyTrainSeat,Player: Participant40| Spawn point: 6
2014-02-01T10:08:46.4236000,RequestTrainSeat,Participant19
2014-02-01T10:08:46.4860000,ReplyTrainSeat,Player: Participant19| Spawn point: 7
2014-02-01T10:08:51.8524000,RequestTrainSeat,Participant05
2014-02-01T10:08:51.8524000,ReplyTrainSeat,Player: Participant05| Spawn point: 8
2014-02-01T10:08:54.7228000,RequestTrainSeat,Participant04
2014-02-01T10:08:54.7852000,ReplyTrainSeat,Player: Participant04| Spawn point: 9
2014-02-01T10:08:55.4716000,RequestHelicopterSeat,Participant33
2014-02-01T10:08:55.5340000,ReplyHelicopterSeat,Player: Participant33| Granted: True
2014-02-01T10:09:03.7708000,RequestHelicopterSeat,Participant38
2014-02-01T10:09:03.7708000,ReplyHelicopterSeat,Player: Participant38| Granted: True
2014-02-01T10:09:16.0636000,RequestHelicopterSeat,Participant16
2014-02-01T10:09:16.1260000,ReplyHelicopterSeat,Player: Participant16| Granted: True
2014-02-01T10:09:16.1260000,OnBridgeTouched,\N
2014-02-01T10:09:16.6876000,RequestHelicopterSeat,Participant29
2014-02-01T10:09:16.7500000,ReplyHelicopterSeat,Player: Participant29| Granted: True
2014-02-01T10:09:47.1388000,RequestHelicopterSeat,Participant41
2014-02-01T10:09:47.1388000,ReplyHelicopterSeat,Player: Participant41| Granted: True
2014-02-01T10:09:52.4428000,OnTrainDeparted,\N
2014-02-01T10:09:58.5580000,RequestHelicopterSeat,Participant06
2014-02-01T10:09:58.5580000,ReplyHelicopterSeat,Player: Participant06| Granted: True
2014-02-01T10:10:22.3948000,OnTsunamiLaunched,Wave: 1| Delay: 40| Duration: 25| WaterDelay: 20
2014-02-01T10:11:02.5180000,RequestHelicopterSeat,Participant40
2014-02-01T10:11:02.5180000,ReplyHelicopterSeat,Player: Participant40| Granted: True
2014-02-01T10:11:03.2668000,RequestHelicopterSeat,Participant04
2014-02-01T10:11:03.2668000,ReplyHelicopterSeat,Player: Participant04| Granted: True
2014-02-01T10:11:03.3916000,RequestHelicopterSeat,Participant05
2014-02-01T10:11:03.3916000,ReplyHelicopterSeat,Player: Participant05| Granted: True
2014-02-01T10:11:03.7660000,RequestHelicopterSeat,Participant30
2014-02-01T10:11:03.7660000,ReplyHelicopterSeat,Player: Participant30| Granted: True
2014-02-01T10:11:04.0156000,RequestHelicopterSeat,Participant12
2014-02-01T10:11:04.0156000,ReplyHelicopterSeat,Player: Participant12| Granted: True
2014-02-01T10:11:04.3900000,RequestHelicopterSeat,Participant02
2014-02-01T10:11:04.3900000,ReplyHelicopterSeat,Player: Participant02| Granted: True
2014-02-01T10:11:05.0764000,RequestHelicopterSeat,Participant26
2014-02-01T10:11:05.0764000,ReplyHelicopterSeat,Player: Participant26| Granted: True
2014-02-01T10:11:06.7612000,RequestHelicopterSeat,Participant36
2014-02-01T10:11:06.7612000,ReplyHelicopterSeat,Player: Participant36| Granted: True
2014-02-01T10:11:07.3852000,RequestHelicopterSeat,AdminPlayer
2014-02-01T10:11:07.3852000,ReplyHelicopterSeat,Player: AdminPlayer| Granted: True
2014-02-01T10:11:09.9436000,RequestHelicopterSeat,Participant19
2014-02-01T10:11:09.9436000,ReplyHelicopterSeat,Player: Participant19| Granted: True
2014-02-01T10:11:27.4156000,OnTsunamiLaunched,Wave: 2| Delay: 40| Duration: 20| WaterDelay: 15
2014-02-01T10:11:56.4940000,RequestHelicopterSeat,Participant17
2014-02-01T10:11:56.4940000,ReplyHelicopterSeat,Player: Participant17| Granted: True
2014-02-01T10:11:57.4300000,OnHelicopterDeparted,\N
