2014-02-18T18:38:25.4672000,1918.98,160.394,805.478,243.054,AdminPlayer
2014-02-18T18:38:26.4812000,1918.98,160.394,805.478,243.054,AdminPlayer
2014-02-18T18:38:27.4952000,1918.98,160.394,805.478,243.054,AdminPlayer
2014-02-18T18:38:28.5092000,1918.98,160.394,805.478,243.054,AdminPlayer
2014-02-18T18:38:29.5232000,1919.05,160.394,805.514,243.054,AdminPlayer
2014-02-18T18:38:30.5372000,1919.63,160.394,805.808,243.054,AdminPlayer
2014-02-18T18:38:31.5512000,1921.01,160.394,806.075,271.466,AdminPlayer
2014-02-18T18:38:32.5652000,1922.36,160.394,805.883,296.483,AdminPlayer
2014-02-18T18:38:33.5792000,1923.19,160.394,804.813,346.389,AdminPlayer
2014-02-18T18:38:34.5932000,1923.03,160.394,803.367,12.4647,AdminPlayer
2014-02-18T18:38:35.6072000,1922.7,160.394,801.888,12.4647,AdminPlayer
2014-02-18T18:38:36.6212000,1922.42,160.394,800.625,12.4647,AdminPlayer
2014-02-18T18:38:37.6352000,1922.09,160.394,799.18,17.0231,AdminPlayer
2014-02-18T18:38:38.6492000,1921.71,160.394,797.949,17.0231,AdminPlayer
2014-02-18T18:38:39.6632000,1921.11,160.394,796.556,25.2293,AdminPlayer
2014-02-18T18:38:40.6772000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:41.6912000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:42.7052000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:43.7192000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:44.7332000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:45.7472000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:46.7612000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:47.7752000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:48.7892000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:49.8032000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:50.8172000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:51.8312000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:52.8452000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:53.8592000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:54.8732000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:55.8872000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:56.9012000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:57.9152000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:58.9292000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:38:59.9432000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:00.9572000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:01.9712000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:02.9852000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:03.9992000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:05.0132000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:06.0272000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:07.0412000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:08.0552000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:09.0692000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:10.0832000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:11.0972000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:12.1112000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:13.1252000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:14.1392000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:15.1532000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:16.1672000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:17.1812000,1921.05,160.394,796.43,25.2293,AdminPlayer
2014-02-18T18:39:18.1952000,1921.05,160.394,796.43,25.2293,AdminPlayer
